name_en,weapon_type,name_ja,name_fr,name_it,name_de,name_es,name_pt,name_pl,name_ru,name_ko,name_zh,name_ar
Arcanaria III,dual-blades,アルカナリアⅢ,Arcanaria III,Arcanaria III,Arcanaria III,Arcanaria III,Arcanária III,Arcanaria III,Арканария 3,아르카나리아Ⅲ,奧秘雙劍Ⅲ,آركاناريا III
Asefar al-Nasr I,dual-blades,ネスルアーセファーⅠ,Asefar al-Nasr,Asefar al-Nasr I,Asefar al-Nasr I,Asefar al-Nasr I,Asefar al-Nasr I,Asefar al-Nasr I,Асефар аль-Наср 1,네스루아세파Ⅰ,巢穴暴風Ⅰ,رحلات النصر I
Asefar al-Nasr II,dual-blades,ネスルアーセファーⅡ,Asefar al-Nasr II,Asefar al-Nasr II,Asefar al-Nasr II,Asefar al-Nasr II,Asefar al-Nasr II,Asefar al-Nasr II,Асефар аль-Наср 2,네스루아세파Ⅱ,巢穴暴風Ⅱ,رحلات النصر II
Rex Chain I,dual-blades,レックスチェーンⅠ,Chaîne Rex,Affettatori Rex I,Rex-Ketten I,Cadena Rex I,Gume Rex I,Łańcuch Rexa I,Цепь рекса 1,렉스체인Ⅰ,轟龍鏈劍Ⅰ,سلسلة ريكس I
Rex Chain II,dual-blades,レックスチェーンⅡ,Chaîne Rex II,Affettatori Rex II,Rex-Ketten II,Cadena Rex II,Gume Rex II,Łańcuch Rexa II,Цепь рекса 2,렉스체인Ⅱ,轟龍鏈劍Ⅱ,سلسلة ريكس II
Accursed Chain,dual-blades,カーサスチェーン,Chaîne maudite.,Catena maledetta,Verfluchte Kette,Cadena maldita,Corrente Amaldiçoada,Przeklęty łańcuch,Треклятая цепь,카서스체인,劫難鏈劍,السلسلة الملعونة
Twin Flames,dual-blades,ツインフレイム,Flammes fraternelles,Fiamme fraterne,Brüderflammen,Llamas fraternas,Chamas Gêmeas,Dwa płomienie,Два пламени,트윈플레임,雌雄焰刀,النيران المزدوجة
Wyvern Lovers,dual-blades,双剣リュウノツガイ,Amour de wyverne,Amanti di wyvern,Wyvern-Liebhaber,Amante de los wyvern,Serpes Amantes,Zakochane wiwerny,Влюбленные виверны,쌍검 류노츠가이,雌雄雙劍,محبو التنين المجنح
Wyvern Strife,dual-blades,ゲキリュウノツガイ,Conflit wyverne,Lotta di wyvern,Wyvern-Zwietracht,Lucha del wyvern,Contenda de Serpes,Zwaśnione wiwerny,Раздор виверн,게키류노츠가이,金銀龍對劍,صراع التنين المجنح
Sworn Rapiers,dual-blades,オーダーレイピア,Rapières de la justice,Stocchi del giuramento I,Vereidigte Degen,Estoques Jurados,Floretes Juramentados,Rapiery przysięgi,Клятвенные рапиры,오더레이피어,秩序細劍,سيوف المبارزة الشعائرية
Sworn Rapiers+,dual-blades,オーダーレイピア改,Rapières de la justice II,Stocchi del giuramento II,Vereidigte Degen+,Estoques Jurados+,Floretes Juramentados+,Rapiery przysięgi+,Клятвенные рапиры+,오더레이피어+,秩序細劍改,سيوف المبارزة الشعائرية +
Holy Sabers,dual-blades,ホーリーセーバー,Sabres sacrés,Sciabole sante,Heilige Säbel,Sables Sagrados,Sabres Sagrados,Święte szable,Священные сабли,홀리세이버,神聖佩劍,السيوف المنحنية المقدسة
Guild Knight Sabers,dual-blades,ギルドナイトセーバー,Chevaliers de Guilde,Sciabole cavaliere Gilda,Gildenrittersäbel,Sables cab. gremio,Sabres Cav. da Guilda,Szable rycerza Gildii,Сабли рыцарей гильдии,길드나이트세이버,公會騎士軍刀,سيوف فرسان النقابة
Master Sabers,dual-blades,マスターセーバー,Sabres du maître,Sciabole maestre,Meistersäbel,Sables maestros,Sabres-mestres,Szable mistrza,Сабли мастера,마스터세이버,大師軍刀,سيوف السادة المنحنية
Holy Guild Knight,dual-blades,双聖剣ギルドナイト,Saint-Esprit de Guilde,Santocavaliere Gilda,Heiliger Gildenritter,Cab. gremio sagrado,Cav. da Guilda Sagrado,Święty rycerz Gildii,Рыцарь священной гильдии,쌍성검 길드나이트,雙聖劍公會騎士,فارس النقابة المقدس
Bone Hatchets I,dual-blades,ボーンハチェットⅠ,Hachettes en os,Accette d'osso I,Knochenbeile I,Hachas Óseas I,Machadinhas Ósseas I,Kościane siekiery I,Костяные топорики 1,본해체트Ⅰ,骨斧Ⅰ,المعاول العظمية I
Bone Hatchets II,dual-blades,ボーンハチェットⅡ,Hachettes en os II,Accette d'osso II,Knochenbeile II,Hachas Óseas II,Machadinhas Ósseas II,Kościane siekiery II,Костяные топорики 2,본해체트Ⅱ,骨斧Ⅱ,المعاول العظمية II
Bone Hatchets III,dual-blades,ボーンハチェットⅢ,Hachettes en os III,Accette d'osso III,Knochenbeile III,Hachas Óseas III,Machadinhas Ósseas III,Kościane siekiery III,Костяные топорики 3,본해체트Ⅲ,骨斧Ⅲ,المعاول العظمية III
Wild Hatchets I,dual-blades,ワイルドハチェットⅠ,Hachettes sauvages,Accette selvagge I,Wilde Beile I,Hachas Salvajes I,Machadinhas Ferozes I,Dzikie siekiery I,Шальные топорики 1,와일드해체트Ⅰ,狂野戰斧Ⅰ,المعاول الشرسة I
Wild Hatchets II,dual-blades,ワイルドハチェットⅡ,Hachettes sauvages II,Accette selvagge II,Wilde Beile II,Hachas Salvajes II,Machadinhas Ferozes II,Dzikie siekiery II,Шальные топорики 2,와일드해체트Ⅱ,狂野戰斧Ⅱ,المعاول الشرسة II
Wild Hatchets III,dual-blades,ワイルドハチェットⅢ,Hachettes sauvages III,Accette selvagge III,Wilde Beile III,Hachas Salvajes III,Machadinhas Ferozes III,Dzikie siekiery III,Шальные топорики 3,와일드해체트Ⅲ,狂野戰斧Ⅲ,المعاول الشرسة III
Strong Hatchets I,dual-blades,ストロングハチェットⅠ,Haches de force,Accette tenaci I,Starke Beile I,Hachas reforzadas I,Machadinhas Fortes I,Mocne siekiery I,Крепкие топорики 1,스트롱해체트Ⅰ,強斧Ⅰ,المعاول القوية I
Strong Hatchets II,dual-blades,ストロングハチェットⅡ,Haches de force II,Accette tenaci II,Starke Beile II,Hachas reforzadas II,Machadinhas Fortes II,Mocne siekiery II,Крепкие топорики 2,스트롱해체트Ⅱ,強斧Ⅱ,المعاول القوية II
Hulking Choppers I,dual-blades,マッシブチョッパーⅠ,Lames prodigieuses,Mannaie giganti I,Massige Hackmesser I,Cortadoras enormes I,Cutelos Colossais I,Gigantyczne tasaki I,Массивн. потрошители 1,매시브쵸퍼Ⅰ,厚實砍刀Ⅰ,القواطع القوية I
Hulking Choppers II,dual-blades,マッシブチョッパーⅡ,Lames prodigieuses II,Mannaie giganti II,Massige Hackmesser II,Cortadoras enormes II,Cutelos Colossais II,Gigantyczne tasaki II,Массивн. потрошители 2,매시브쵸퍼Ⅱ,厚實砍刀Ⅱ,القواطع القوية II
Hulking Choppers III,dual-blades,マッシブチョッパーⅢ,Lames prodigieuses III,Mannaie giganti III,Massige Hackmesser III,Cortadoras enormes III,Cutelos Colossais III,Gigantyczne tasaki III,Массивн. потрошители 3,매시브쵸퍼Ⅲ,厚實砍刀Ⅲ,القواطع القوية III
Icefeather,dual-blades,アイスフェザー,Plume de glace,Criopiuma,Eisfedern,Pluma de hielo,Penafria,Lodopióro,Ледяное перо,아이스페더,嚴冰羽翎,ريشة الثلج
Untouched Hel,dual-blades,氷聖ヘル,Helheim immaculé,Infero immacolato,Unberührte Hel,Infierno intocable,Hel Intocada,Nietknięty Hel,Нетронутая Хель,빙성 헬,冰聖幽冥,هيل نقية
Blazing Hatchets I,dual-blades,ブレイズハチェットⅠ,Hachettes flamboyantes,Accette fiammanti I,Glut-Beile I,Hachas Flameantes I,Mach. Escaldantes I,Ogniste siekiery I,Полыхающие топорики 1,블레이즈해체트Ⅰ,火焰戰斧Ⅰ,المعاول المتوهجة I
Blazing Hatchets II,dual-blades,ブレイズハチェットⅡ,Hachettes flamboyantes II,Accette fiammanti II,Glut-Beile II,Hachas Flameantes II,Mach. Escaldantes II,Ogniste siekiery II,Полыхающие топорики 2,블레이즈해체트Ⅱ,火焰戰斧Ⅱ,المعاول المتوهجة II
Anja Cyclone I,dual-blades,ジャナフサイクロンⅠ,Cyclone Anja,Ciclone Anja I,Anjanath-Zyklone I,Ciclón Anja I,Ciclone de Anja I,Cyklon Anja I,Циклон аньяната 1,쟈나프사이클론Ⅰ,蠻顎龍颶風Ⅰ,سايكلون أنجا I
Anja Cyclone II,dual-blades,ジャナフサイクロンⅡ,Cyclone Anja II,Ciclone Anja II,Anjanath-Zyklone II,Ciclón Anja II,Ciclone de Anja II,Cyklon Anja II,Циклон аньяната 2,쟈나프사이클론Ⅱ,蠻顎龍颶風Ⅱ,سايكلون أنجا II
Anja Cyclone III,dual-blades,ジャナフサイクロンⅢ,Cyclone Anja III,Ciclone Anja III,Anjanath-Zyklone III,Ciclón Anja III,Ciclone de Anja III,Cyklon Anja III,Циклон аньяната 3,쟈나프사이클론Ⅲ,蠻顎龍颶風Ⅲ,سايكلون أنجا III
Anja Twinrippers I,dual-blades,蛮顎竜ノ烈爪Ⅰ,Déchireuses Anja,Squarciatori Anja I,Anjanath-Zwillingsreißer I,Rebanadoras Anja I,Estripadoras de Anja I,Dwa rozpruwacze Anja I,Парные резаки аньяната 1,만악룡의 열조Ⅰ,蠻顎龍之烈爪Ⅰ,ممزق أنجا المزدوج I
Anja Twinrippers II,dual-blades,蛮顎竜ノ烈爪Ⅱ,Déchireuses Anja II,Squarciatori Anja II,Anjanath-Zwillingsreißer II,Rebanadoras Anja II,Estripadoras de Anja II,Dwa rozpruwacze Anja II,Парные резаки аньяната 2,만악룡의 열조Ⅱ,蠻顎龍之烈爪Ⅱ,ممزق أنجا المزدوج II
Fulguring Tornado I,dual-blades,トルネ＝ジャナールⅠ,Tornade fulgurante,Folgore rotante I,Fulgur-Wirbel I,Remolino fulgúreo I,Tornado Fulgurante I,Piorunowe tornado I,Грохочущее торнадо 1,토르네쟈나르Ⅰ,旋風雷顎Ⅰ,عاصفة راعدة I
Fulguring Tornado II,dual-blades,トルネ＝ジャナールⅡ,Tornade fulgurante II,Folgore rotante II,Fulgur-Wirbel II,Remolino fulgúreo II,Tornado Fulgurante II,Piorunowe tornado II,Грохочущее торнадо 2,토르네쟈나르Ⅱ,旋風雷顎Ⅱ,عاصفة راعدة II
Diablos Hatchets I,dual-blades,ブロスハチェットⅠ,Hachettes Diablos,Accette Diablos I,Diablos-Beile I,Hachas Diablos I,Machadinhas Diablos I,Siekiery Diablosa I,Топорики диаблоса 1,블로스해체트Ⅰ,爆鎚戰斧Ⅰ,معاول ديابلوس I
Diablos Hatchets II,dual-blades,ブロスハチェットⅡ,Hachettes Diablos II,Accette Diablos II,Diablos-Beile II,Hachas Diablos II,Machadinhas Diablos II,Siekiery Diablosa II,Топорики диаблоса 2,블로스해체트Ⅱ,爆鎚戰斧Ⅱ,معاول ديابلوس II
Diablos Clubs I,dual-blades,ブロスクラブⅠ,Massues Diablos,Bastoni Diablos I,Diablos-Prügel I,Garrotes Diablos I,Porretes de Diablos I,Pałki Diablosa I,Дубинки диаблоса 1,블로스클럽Ⅰ,爆鎚棍棒Ⅰ,هِراوة ديابلوس I
Diablos Clubs II,dual-blades,ブロスクラブⅡ,Massues Diablos II,Bastoni Diablos II,Diablos-Prügel II,Garrotes Diablos II,Porretes de Diablos II,Pałki Diablosa II,Дубинки диаблоса 2,블로스클럽Ⅱ,爆鎚棍棒Ⅱ,هِراوة ديابلوس II
Diablos Clubs III,dual-blades,ブロスクラブⅢ,Massues Diablos III,Bastoni Diablos III,Diablos-Prügel III,Garrotes Diablos III,Porretes de Diablos III,Pałki Diablosa III,Дубинки диаблос 3,블로스클럽Ⅲ,爆鎚棍棒Ⅲ,هِراوة ديابلوس III
Thanatos Mauls,dual-blades,タナトスクラブ,Dents de thanatos,Accetta di Tanato,Thanatos-Schlägel,Mazos de Thanatos,Malhos de Tanatos,Młoty Tanatosa,Молотилки Таната,타나토스클럽,命運棍棒,نصل ثاناتوس المزدوج
Sulfurteinn Ortho,dual-blades,硫鉄のオルト,Lame sulfurique,Ortho Sulfurteinn,Schwefelteinn Ortho,Ortho Sulfurteinn,Orto Enxofrino,Siarkoraźne Ortho,Сернистый Орто,유철의 오르토,硫鐵結契,أورثو كبريتي
The Stripping Shears,dual-blades,硫斬双刃ソンドン,Cisailles ablatives,Cesoie dilanianti,Die reißenden Scheren,Tijeras despojantes,As Tesouras Rasgadoras,Zrywające nożyce,Разрывающие ножницы,유참쌍인 송동,巖窟硫斬雙刃,مقصات التجريد
Mammoth Direbones I,dual-blades,巨牛の大骨Ⅰ,Os mammouth,Necrossa Mammoth I,Mammut-Schreckensknochen I,Hueso mamut I,Terrossos de Mamute I,Kości mamuta I,Ужасные кости мамонта 1,거우의 대골Ⅰ,巨牛大骨Ⅰ,عظام الماموث المخيفة I
Mammoth Direbones II,dual-blades,巨牛の大骨Ⅱ,Os mammouth II,Necrossa Mammoth II,Mammut-Schreckensknochen II,Hueso mamut II,Terrossos de Mamute II,Kości mamuta II,Ужасные кости мамонта 2,거우의 대골Ⅱ,巨牛大骨Ⅱ,عظام الماموث المخيفة II
Madness Pangas I,dual-blades,マッドバンガーⅠ,Pangas du berserker,Affettatori folli I,Verrückte Pangas I,Machetes Maníacos I,Pangas da Loucura I,Pangi szaleństwa I,Панга безумия 1,매드뱅어Ⅰ,泥岩利劍Ⅰ,محش الهوس I
Madness Pangas II,dual-blades,マッドバンガーⅡ,Pangas du berserker II,Affettatori folli II,Verrückte Pangas II,Machetes Maníacos II,Pangas da Loucura II,Pangi szaleństwa II,Панга безумия 2,매드뱅어Ⅱ,泥岩利劍Ⅱ,محش الهوس II
Madness Pangas III,dual-blades,マッドバンガーⅢ,Pangas du berserker III,Affettatori folli III,Verrückte Pangas III,Machetes Maníacos III,Pangas da Loucura III,Pangi szaleństwa III,Панга безумия 3,매드뱅어Ⅲ,泥岩利劍Ⅲ,محش الهوس III
Jyura Hatchets I,dual-blades,シュラムハチェットⅠ,Hachettes Jyura,Accette Jyura I,Jyura-Beile I,Machetes Jyura I,Machadinhas de Jyura I,Siekiery Jyura I,Юратодовые топорики 1,슈람해체트Ⅰ,泥岩龍斬斧Ⅰ,مِعولا جيورا I
Jyura Hatchets II,dual-blades,シュラムハチェットⅡ,Hachettes Jyura II,Accette Jyura II,Jyura-Beile II,Machetes Jyura II,Machadinhas de Jyura II,Siekiery Jyura II,Юратодовые топорики 2,슈람해체트Ⅱ,泥岩龍斬斧Ⅱ,مِعولا جيورا II
Jyura Hatchets III,dual-blades,シュラムハチェットⅢ,Hachettes Jyura III,Accette Jyura III,Jyura-Beile III,Machetes Jyura III,Machadinhas de Jyura III,Siekiery Jyura III,Юратодовые топорики 3,슈람해체트Ⅲ,泥岩龍斬斧Ⅲ,مِعولا جيورا III
Jyura Keenblades I,dual-blades,シュラムグローヴⅠ,Flamberges Jyura,Lame fameliche Jyura I,Jyura-Eiferklingen I,Cuchillas Jyura I,Facafiadas Jyura I,Chętne ostrza Jyura I,Острые лезвия юратода 1,슈람글러브Ⅰ,泥岩龍密叢Ⅰ,شفرات جيورا الحادة I
Jyura Keenblades II,dual-blades,シュラムグローヴⅡ,Flamberges Jyura II,Lame fameliche Jyura II,Jyura-Eiferklingen II,Cuchillas Jyura II,Facafiadas Jyura II,Chętne ostrza Jyura II,Острые лезвия юратода 2,슈람글러브Ⅱ,泥岩龍密叢Ⅱ,شفرات جيورا الحادة II
Raven Tessen,dual-blades,テッセン【烏】,Tessen du rapace,Ventagli corvo,Raben-Tessen,Abanicos de cuervo,Tessen do Corvo,Tessen kruka,Веер ворона,텟센【까마귀】,鐵扇【烏】,مروحة حرب الغراب
Wolf Tessen,dual-blades,テッセン【狼】,Tessen du loup,Ventagli lupo,Wolf-Tessen,Abanicos de lobo,Tessen do Lobo,Tessen wilka,Веер волка,텟센【늑대】,鐵扇【狼】,مروحة حرب الذئب
Beo Hatchets I,dual-blades,ブランハチェットⅠ,Hachettes Beo,Accette Beo I,Beo-Beile I,Hachas de Beo I,Machadinhas Beo I,Siekiery Beo I,Топорики бео 1,브란해체트Ⅰ,冰魚龍戰斧Ⅰ,معاول بيو I
Beo Hatchets II,dual-blades,ブランハチェットⅡ,Hachettes Beo II,Accette Beo II,Beo-Beile II,Hachas de Beo II,Machadinhas Beo II,Siekiery Beo II,Топорики бео 2,브란해체트Ⅱ,冰魚龍戰斧Ⅱ,معاول بيو II
Lava Cyclone I,dual-blades,ラヴァサイクロンⅠ,Cyclone de lave,Ciclone Lava I,Lava-Zyklon I,Ciclón de Lava I,Ciclone de Lavasioth I,Cyklon lawy I,Циклон лавасиота 1,라바사이클론Ⅰ,熔岩颶風Ⅰ,سايكلون لافا I
Lava Cyclone II,dual-blades,ラヴァサイクロンⅡ,Cyclone de lave II,Ciclone Lava II,Lava-Zyklon II,Ciclón de Lava II,Ciclone de Lavasioth II,Cyklon lawy II,Циклон лавасиота 2,라바사이클론Ⅱ,熔岩颶風Ⅱ,سايكلون لافا II
Shattering Flames I,dual-blades,火砕双刃Ⅰ,Flammes destructrices,Fiamme frangenti I,Schmetterflammen I,Llamas devastadoras I,Chamas Estilhaçantes I,Druzgoczące płomienie I,Убийственные всполохи 1,화쇄쌍검Ⅰ,火碎雙刃Ⅰ,النيران المُحطمة I
Shattering Flames II,dual-blades,火砕双刃Ⅱ,Flammes destructrices II,Fiamme frangenti II,Schmetterflammen II,Llamas devastadoras II,Chamas Estilhaçantes II,Druzgoczące płomienie II,Убийственные всполохи 2,화쇄쌍검Ⅱ,火碎雙刃Ⅱ,النيران المُحطمة II
Smoldering Cities,dual-blades,灼炎のロガー,Cités calcinées,Città fumanti,Rauchende Städte,Ciudades ardientes,Cidades Incineradas,Gorzejące miasta,Пламень городов,작염의 로거,灼炎之保存者,المدن المشتعلة
Smoldering Cities+,dual-blades,灼炎のロガー改,Cités calcinées +,Città fumanti+,Rauchende Städte+,Ciudades ardientes+,Cidades Incineradas+,Gorzejące miasta+,Пламень городов+,작염의 로거+,灼炎之保存者‧改,المدن المشتعلة+
Smoldering Kingdoms,dual-blades,斬竜双刃エタンゼル,Royaumes calcinés,Regni fumanti,Rauchende Königreiche,Reinos ardientes,Reinos Incinerados,Gorzejące królestwa,Пламень королевств,참룡쌍인 에탄젤,斬龍雙刃光耀,الممالك المشتعلة
Taurus Pangas I,dual-blades,タロスバンガーⅠ,Pangas Taurus,Affettatori del toro I,Taurus-Pangas I,Machetes Taurus I,Pangas Taurinas I,Pangi Taura I,Панга тельца 1,타로스뱅어Ⅰ,巨甲蟲利劍Ⅰ,محش كوكبة الثور I
Taurus Pangas II,dual-blades,タロスバンガーⅡ,Pangas Taurus II,Affettatori del toro II,Taurus-Pangas II,Machetes Taurus II,Pangas Taurinas II,Pangi Taura II,Панга тельца 2,타로스뱅어Ⅱ,巨甲蟲利劍Ⅱ,محش كوكبة الثور II
